fiscal_year,fiscal_year_start,triage_level,ctas_urgency_score,visit_disposition,main_problem,admission_status,ed_visits,median_los_minutes,median_los_hours,admission_flag,is_suppressed
2005-2006,2005,Less urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,14,306.0,5.1,0,0
2005-2006,2005,Non-urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,12,274.0,4.5667,0,0
2005-2006,2005,Unknown,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Discharged Home,Asthma,Not Admitted,33807,149.0,2.4833,0,0
2005-2006,2005,Less urgent,3,Discharged Home,Asthma,Not Admitted,17926,97.0,1.6167,0,0
2005-2006,2005,Non-urgent,3,Discharged Home,Asthma,Not Admitted,3561,66.0,1.1,0,0
2005-2006,2005,Unknown,3,Discharged Home,Asthma,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,12,192.0,3.2,0,0
2005-2006,2005,Less urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,20,84.0,1.4,0,0
2005-2006,2005,Non-urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,9,75.0,1.25,0,0
2005-2006,2005,Unknown,3,Discharged Home,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,43083,150.0,2.5,0,0
2005-2006,2005,Less urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,48650,118.0,1.9667,0,0
2005-2006,2005,Non-urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,6714,90.0,1.5,0,0
2005-2006,2005,Unknown,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Discharged Home,Pneumonia,Not Admitted,19263,195.0,3.25,0,0
2005-2006,2005,Less urgent,3,Discharged Home,Pneumonia,Not Admitted,12510,124.0,2.0667,0,0
2005-2006,2005,Non-urgent,3,Discharged Home,Pneumonia,Not Admitted,2119,88.0,1.4667,0,0
2005-2006,2005,Unknown,3,Discharged Home,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Discharged Home,Trauma,Not Admitted,332118,138.0,2.3,0,0
2005-2006,2005,Less urgent,3,Discharged Home,Trauma,Not Admitted,689072,110.0,1.8333,0,0
2005-2006,2005,Non-urgent,3,Discharged Home,Trauma,Not Admitted,129935,85.0,1.4167,0,0
2005-2006,2005,Unknown,3,Discharged Home,Trauma,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Discharged Home,Unintentional Falls,Not Admitted,109140,159.0,2.65,0,0
2005-2006,2005,Less urgent,3,Discharged Home,Unintentional Falls,Not Admitted,185562,121.0,2.0167,0,0
2005-2006,2005,Non-urgent,3,Discharged Home,Unintentional Falls,Not Admitted,27399,93.0,1.55,0,0
2005-2006,2005,Unknown,3,Discharged Home,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,220.0,3.6667,0,1
2005-2006,2005,Less urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Non-urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Unknown,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,64,185.0,3.0833,0,0
2005-2006,2005,Less urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,14,244.0,4.0667,0,0
2005-2006,2005,Non-urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,0,11.0,0.1833,0,1
2005-2006,2005,Unknown,3,Intra-Facility Transfer,Asthma,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Less urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Non-urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Unknown,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,155,181.0,3.0167,0,0
2005-2006,2005,Less urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,101,135.0,2.25,0,0
2005-2006,2005,Non-urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,29,105.0,1.75,0,0
2005-2006,2005,Unknown,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,41,165.0,2.75,0,0
2005-2006,2005,Less urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,13,245.0,4.0833,0,0
2005-2006,2005,Non-urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,0,92.0,1.5333,0,1
2005-2006,2005,Unknown,3,Intra-Facility Transfer,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,2097,177.0,2.95,0,0
2005-2006,2005,Less urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,1614,139.0,2.3167,0,0
2005-2006,2005,Non-urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,454,88.0,1.4667,0,0
2005-2006,2005,Unknown,3,Intra-Facility Transfer,Trauma,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,655,183.0,3.05,0,0
2005-2006,2005,Less urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,556,138.0,2.3,0,0
2005-2006,2005,Non-urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,122,82.0,1.3667,0,0
2005-2006,2005,Unknown,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,16,308.0,5.1333,0,0
2005-2006,2005,Less urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,5,213.0,3.55,0,0
2005-2006,2005,Non-urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Unknown,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Not Seen Or Left,Asthma,Not Admitted,504,118.0,1.9667,0,0
2005-2006,2005,Less urgent,3,Not Seen Or Left,Asthma,Not Admitted,189,102.0,1.7,0,0
2005-2006,2005,Non-urgent,3,Not Seen Or Left,Asthma,Not Admitted,24,53.0,0.8833,0,0
2005-2006,2005,Unknown,3,Not Seen Or Left,Asthma,Not Admitted,0,59.0,0.9833,0,1
2005-2006,2005,CTAS III - Urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Less urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,144.0,2.4,0,1
2005-2006,2005,Non-urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Unknown,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,940,128.0,2.1333,0,0
2005-2006,2005,Less urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,1562,126.0,2.1,0,0
2005-2006,2005,Non-urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,202,102.0,1.7,0,0
2005-2006,2005,Unknown,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,76,254.0,4.2333,0,0
2005-2006,2005,Less urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,36,200.0,3.3333,0,0
2005-2006,2005,Non-urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,8,65.0,1.0833,0,0
2005-2006,2005,Unknown,3,Not Seen Or Left,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Not Seen Or Left,Trauma,Not Admitted,9315,121.0,2.0167,0,0
2005-2006,2005,Less urgent,3,Not Seen Or Left,Trauma,Not Admitted,23637,118.0,1.9667,0,0
2005-2006,2005,Non-urgent,3,Not Seen Or Left,Trauma,Not Admitted,4798,96.0,1.6,0,0
2005-2006,2005,Unknown,3,Not Seen Or Left,Trauma,Not Admitted,219,27.0,0.45,0,0
2005-2006,2005,CTAS III - Urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,2258,135.0,2.25,0,0
2005-2006,2005,Less urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,4701,122.0,2.0333,0,0
2005-2006,2005,Non-urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,739,105.0,1.75,0,0
2005-2006,2005,Unknown,3,Not Seen Or Left,Unintentional Falls,Not Admitted,16,36.0,0.6,0,0
2005-2006,2005,CTAS III - Urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,345,195.0,3.25,0,0
2005-2006,2005,Less urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,26,214.0,3.5667,0,0
2005-2006,2005,Non-urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,5,189.0,3.15,0,0
2005-2006,2005,Unknown,3,Transferred,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Transferred,Asthma,Not Admitted,202,258.0,4.3,0,0
2005-2006,2005,Less urgent,3,Transferred,Asthma,Not Admitted,27,262.0,4.3667,0,0
2005-2006,2005,Non-urgent,3,Transferred,Asthma,Not Admitted,6,106.0,1.7667,0,0
2005-2006,2005,Unknown,3,Transferred,Asthma,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Less urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Non-urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Unknown,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,856,206.0,3.4333,0,0
2005-2006,2005,Less urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,212,178.0,2.9667,0,0
2005-2006,2005,Non-urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,39,153.0,2.55,0,0
2005-2006,2005,Unknown,3,Transferred,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Transferred,Pneumonia,Not Admitted,427,291.0,4.85,0,0
2005-2006,2005,Less urgent,3,Transferred,Pneumonia,Not Admitted,94,250.0,4.1667,0,0
2005-2006,2005,Non-urgent,3,Transferred,Pneumonia,Not Admitted,12,186.0,3.1,0,0
2005-2006,2005,Unknown,3,Transferred,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Transferred,Trauma,Not Admitted,5612,206.0,3.4333,0,0
2005-2006,2005,Less urgent,3,Transferred,Trauma,Not Admitted,2359,175.0,2.9167,0,0
2005-2006,2005,Non-urgent,3,Transferred,Trauma,Not Admitted,412,130.0,2.1667,0,0
2005-2006,2005,Unknown,3,Transferred,Trauma,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Transferred,Unintentional Falls,Not Admitted,2888,234.0,3.9,0,0
2005-2006,2005,Less urgent,3,Transferred,Unintentional Falls,Not Admitted,1163,194.0,3.2333,0,0
2005-2006,2005,Non-urgent,3,Transferred,Unintentional Falls,Not Admitted,160,144.0,2.4,0,0
2005-2006,2005,Unknown,3,Transferred,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Less urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Non-urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Unknown,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Unknown,Asthma,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Less urgent,3,Unknown,Asthma,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Non-urgent,3,Unknown,Asthma,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Unknown,3,Unknown,Asthma,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Less urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Non-urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Unknown,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Less urgent,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Non-urgent,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Unknown,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Unknown,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Less urgent,3,Unknown,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Non-urgent,3,Unknown,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Unknown,3,Unknown,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Unknown,Trauma,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Less urgent,3,Unknown,Trauma,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Non-urgent,3,Unknown,Trauma,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Unknown,3,Unknown,Trauma,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,CTAS III - Urgent,3,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Less urgent,3,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Non-urgent,3,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2005-2006,2005,Unknown,3,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS I - Resuscitation,1,Admitted,Acute Myocardial Infarction,Admitted,495,112.0,1.8667,1,0
2004-2005,2004,CTAS I - Resuscitation,1,Admitted,Asthma,Admitted,212,205.0,3.4167,1,0
2004-2005,2004,CTAS I - Resuscitation,1,Admitted,Influenzal Pneumonia,Admitted,0,0.0,0.0,1,1
2004-2005,2004,CTAS I - Resuscitation,1,Admitted,Motor Vehicle Collisions,Admitted,1474,170.0,2.8333,1,0
2004-2005,2004,CTAS I - Resuscitation,1,Admitted,Pneumonia,Admitted,382,230.0,3.8333,1,0
2004-2005,2004,CTAS I - Resuscitation,1,Admitted,Trauma,Admitted,2857,167.0,2.7833,1,0
2004-2005,2004,CTAS I - Resuscitation,1,Admitted,Unintentional Falls,Admitted,531,195.0,3.25,1,0
2004-2005,2004,CTAS I - Resuscitation,1,Death,Acute Myocardial Infarction,Not Admitted,556,18.0,0.3,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Death,Asthma,Not Admitted,0,16.0,0.2667,0,1
2004-2005,2004,CTAS I - Resuscitation,1,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS I - Resuscitation,1,Death,Motor Vehicle Collisions,Not Admitted,219,35.0,0.5833,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Death,Pneumonia,Not Admitted,28,132.0,2.2,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Death,Trauma,Not Admitted,503,34.0,0.5667,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Death,Unintentional Falls,Not Admitted,59,88.0,1.4667,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Discharged Home,Acute Myocardial Infarction,Not Admitted,11,140.0,2.3333,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Discharged Home,Asthma,Not Admitted,159,158.0,2.6333,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Discharged Home,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS I - Resuscitation,1,Discharged Home,Motor Vehicle Collisions,Not Admitted,298,282.0,4.7,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Discharged Home,Pneumonia,Not Admitted,28,287.0,4.7833,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Discharged Home,Trauma,Not Admitted,1022,236.0,3.9333,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Discharged Home,Unintentional Falls,Not Admitted,189,249.0,4.15,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS I - Resuscitation,1,Intra-Facility Transfer,Asthma,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS I - Resuscitation,1,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS I - Resuscitation,1,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,12,134.0,2.2333,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Intra-Facility Transfer,Pneumonia,Not Admitted,0,175.0,2.9167,0,1
2004-2005,2004,CTAS I - Resuscitation,1,Intra-Facility Transfer,Trauma,Not Admitted,31,138.0,2.3,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Intra-Facility Transfer,Unintentional Falls,Not Admitted,0,186.0,3.1,0,1
2004-2005,2004,CTAS I - Resuscitation,1,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS I - Resuscitation,1,Not Seen Or Left,Asthma,Not Admitted,6,176.0,2.9333,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS I - Resuscitation,1,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,0,211.0,3.5167,0,1
2004-2005,2004,CTAS I - Resuscitation,1,Not Seen Or Left,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS I - Resuscitation,1,Not Seen Or Left,Trauma,Not Admitted,26,200.0,3.3333,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Not Seen Or Left,Unintentional Falls,Not Admitted,0,298.0,4.9667,0,1
2004-2005,2004,CTAS I - Resuscitation,1,Transferred,Acute Myocardial Infarction,Not Admitted,152,127.0,2.1167,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Transferred,Asthma,Not Admitted,14,206.0,3.4333,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Transferred,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS I - Resuscitation,1,Transferred,Motor Vehicle Collisions,Not Admitted,313,125.0,2.0833,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Transferred,Pneumonia,Not Admitted,13,262.0,4.3667,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Transferred,Trauma,Not Admitted,612,132.0,2.2,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Transferred,Unintentional Falls,Not Admitted,117,166.0,2.7667,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Unknown,Acute Myocardial Infarction,Not Admitted,13,65.0,1.0833,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Unknown,Asthma,Not Admitted,0,128.0,2.1333,0,1
2004-2005,2004,CTAS I - Resuscitation,1,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS I - Resuscitation,1,Unknown,Motor Vehicle Collisions,Not Admitted,0,136.0,2.2667,0,1
2004-2005,2004,CTAS I - Resuscitation,1,Unknown,Pneumonia,Not Admitted,0,994.0,16.5667,0,1
2004-2005,2004,CTAS I - Resuscitation,1,Unknown,Trauma,Not Admitted,10,100.0,1.6667,0,0
2004-2005,2004,CTAS I - Resuscitation,1,Unknown,Unintentional Falls,Not Admitted,0,212.0,3.5333,0,1
2004-2005,2004,CTAS II - Emergent,2,Admitted,Acute Myocardial Infarction,Admitted,6921,190.0,3.1667,1,0
2004-2005,2004,CTAS II - Emergent,2,Admitted,Asthma,Admitted,3763,261.0,4.35,1,0
2004-2005,2004,CTAS II - Emergent,2,Admitted,Influenzal Pneumonia,Admitted,5,283.0,4.7167,1,0
2004-2005,2004,CTAS II - Emergent,2,Admitted,Motor Vehicle Collisions,Admitted,2684,234.0,3.9,1,0
2004-2005,2004,CTAS II - Emergent,2,Admitted,Pneumonia,Admitted,7855,293.0,4.8833,1,0
2004-2005,2004,CTAS II - Emergent,2,Admitted,Trauma,Admitted,10954,242.0,4.0333,1,0
2004-2005,2004,CTAS II - Emergent,2,Admitted,Unintentional Falls,Admitted,5018,265.0,4.4167,1,0
2004-2005,2004,CTAS II - Emergent,2,Death,Acute Myocardial Infarction,Not Admitted,140,122.0,2.0333,0,0
2004-2005,2004,CTAS II - Emergent,2,Death,Asthma,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS II - Emergent,2,Death,Influenzal Pneumonia,Not Admitted,0,143.0,2.3833,0,1
2004-2005,2004,CTAS II - Emergent,2,Death,Motor Vehicle Collisions,Not Admitted,9,133.0,2.2167,0,0
2004-2005,2004,CTAS II - Emergent,2,Death,Pneumonia,Not Admitted,48,402.0,6.7,0,0
2004-2005,2004,CTAS II - Emergent,2,Death,Trauma,Not Admitted,37,189.0,3.15,0,0
2004-2005,2004,CTAS II - Emergent,2,Death,Unintentional Falls,Not Admitted,16,250.0,4.1667,0,0
2004-2005,2004,CTAS II - Emergent,2,Discharged Home,Acute Myocardial Infarction,Not Admitted,134,293.0,4.8833,0,0
2004-2005,2004,CTAS II - Emergent,2,Discharged Home,Asthma,Not Admitted,10711,168.0,2.8,0,0
2004-2005,2004,CTAS II - Emergent,2,Discharged Home,Influenzal Pneumonia,Not Admitted,5,254.0,4.2333,0,0
2004-2005,2004,CTAS II - Emergent,2,Discharged Home,Motor Vehicle Collisions,Not Admitted,10052,179.0,2.9833,0,0
2004-2005,2004,CTAS II - Emergent,2,Discharged Home,Pneumonia,Not Admitted,4270,223.0,3.7167,0,0
2004-2005,2004,CTAS II - Emergent,2,Discharged Home,Trauma,Not Admitted,47847,162.0,2.7,0,0
2004-2005,2004,CTAS II - Emergent,2,Discharged Home,Unintentional Falls,Not Admitted,12752,190.0,3.1667,0,0
2004-2005,2004,CTAS II - Emergent,2,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,10,165.0,2.75,0,0
2004-2005,2004,CTAS II - Emergent,2,Intra-Facility Transfer,Asthma,Not Admitted,14,210.0,3.5,0,0
2004-2005,2004,CTAS II - Emergent,2,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS II - Emergent,2,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,61,155.0,2.5833,0,0
2004-2005,2004,CTAS II - Emergent,2,Intra-Facility Transfer,Pneumonia,Not Admitted,11,180.0,3.0,0,0
2004-2005,2004,CTAS II - Emergent,2,Intra-Facility Transfer,Trauma,Not Admitted,549,187.0,3.1167,0,0
2004-2005,2004,CTAS II - Emergent,2,Intra-Facility Transfer,Unintentional Falls,Not Admitted,148,222.0,3.7,0,0
2004-2005,2004,CTAS II - Emergent,2,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,14,438.0,7.3,0,0
2004-2005,2004,CTAS II - Emergent,2,Not Seen Or Left,Asthma,Not Admitted,132,170.0,2.8333,0,0
2004-2005,2004,CTAS II - Emergent,2,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS II - Emergent,2,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,109,160.0,2.6667,0,0
2004-2005,2004,CTAS II - Emergent,2,Not Seen Or Left,Pneumonia,Not Admitted,24,292.0,4.8667,0,0
2004-2005,2004,CTAS II - Emergent,2,Not Seen Or Left,Trauma,Not Admitted,698,132.0,2.2,0,0
2004-2005,2004,CTAS II - Emergent,2,Not Seen Or Left,Unintentional Falls,Not Admitted,176,138.0,2.3,0,0
2004-2005,2004,CTAS II - Emergent,2,Transferred,Acute Myocardial Infarction,Not Admitted,872,155.0,2.5833,0,0
2004-2005,2004,CTAS II - Emergent,2,Transferred,Asthma,Not Admitted,179,253.0,4.2167,0,0
2004-2005,2004,CTAS II - Emergent,2,Transferred,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS II - Emergent,2,Transferred,Motor Vehicle Collisions,Not Admitted,1027,185.0,3.0833,0,0
2004-2005,2004,CTAS II - Emergent,2,Transferred,Pneumonia,Not Admitted,226,280.0,4.6667,0,0
2004-2005,2004,CTAS II - Emergent,2,Transferred,Trauma,Not Admitted,3036,179.0,2.9833,0,0
2004-2005,2004,CTAS II - Emergent,2,Transferred,Unintentional Falls,Not Admitted,872,206.0,3.4333,0,0
2004-2005,2004,CTAS II - Emergent,2,Unknown,Acute Myocardial Infarction,Not Admitted,57,133.0,2.2167,0,0
2004-2005,2004,CTAS II - Emergent,2,Unknown,Asthma,Not Admitted,45,69.0,1.15,0,0
2004-2005,2004,CTAS II - Emergent,2,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS II - Emergent,2,Unknown,Motor Vehicle Collisions,Not Admitted,51,154.0,2.5667,0,0
2004-2005,2004,CTAS II - Emergent,2,Unknown,Pneumonia,Not Admitted,37,144.0,2.4,0,0
2004-2005,2004,CTAS II - Emergent,2,Unknown,Trauma,Not Admitted,173,118.0,1.9667,0,0
2004-2005,2004,CTAS II - Emergent,2,Unknown,Unintentional Falls,Not Admitted,44,119.0,1.9833,0,0
2004-2005,2004,CTAS III - Urgent,3,Admitted,Acute Myocardial Infarction,Admitted,3562,263.0,4.3833,1,0
2004-2005,2004,Less urgent,3,Admitted,Acute Myocardial Infarction,Admitted,370,241.0,4.0167,1,0
